M,L,MON,LDC_SST_COLA_CESM1
6,4.5,0000 1 Jul 2008,24.89198
7,4.5,0000 1 Jul 2008,24.6299
8,4.5,0000 1 Jul 2008,24.95973
9,4.5,0000 1 Jul 2008,25.01522
10,4.5,0000 1 Jul 2008,25.04944
1,5.5,0000 1 Jul 2008,24.61582
2,5.5,0000 1 Jul 2008,24.80966
3,5.5,0000 1 Jul 2008,25.37586
4,5.5,0000 1 Jul 2008,24.81701
5,5.5,0000 1 Jul 2008,25.07156
6,5.5,0000 1 Jul 2008,25.05137
7,5.5,0000 1 Jul 2008,24.86988
8,5.5,0000 1 Jul 2008,25.08288
9,5.5,0000 1 Jul 2008,25.22238
10,5.5,0000 1 Jul 2008,25.26644
1,6.5,0000 1 Jul 2008,24.95056
2,6.5,0000 1 Jul 2008,25.13993
3,6.5,0000 1 Jul 2008,25.61486
4,6.5,0000 1 Jul 2008,24.89495
5,6.5,0000 1 Jul 2008,25.31207
6,6.5,0000 1 Jul 2008,25.27859
7,6.5,0000 1 Jul 2008,25.15973
8,6.5,0000 1 Jul 2008,25.43036
9,6.5,0000 1 Jul 2008,25.49712
10,6.5,0000 1 Jul 2008,25.50905
1,7.5,0000 1 Jul 2008,25.46524
2,7.5,0000 1 Jul 2008,25.58819
3,7.5,0000 1 Jul 2008,26.03119
4,7.5,0000 1 Jul 2008,25.12775
5,7.5,0000 1 Jul 2008,25.75868
6,7.5,0000 1 Jul 2008,25.7436
7,7.5,0000 1 Jul 2008,25.4279
8,7.5,0000 1 Jul 2008,25.94728
9,7.5,0000 1 Jul 2008,25.94536
10,7.5,0000 1 Jul 2008,25.76815
1,8.5,0000 1 Jul 2008,26.16492
2,8.5,0000 1 Jul 2008,26.23422
3,8.5,0000 1 Jul 2008,26.64457
4,8.5,0000 1 Jul 2008,25.64869
5,8.5,0000 1 Jul 2008,26.34715
6,8.5,0000 1 Jul 2008,26.3745
7,8.5,0000 1 Jul 2008,25.8186
8,8.5,0000 1 Jul 2008,26.56446
9,8.5,0000 1 Jul 2008,26.54002
10,8.5,0000 1 Jul 2008,26.23554
1,9.5,0000 1 Jul 2008,26.87891
2,9.5,0000 1 Jul 2008,27.01158
3,9.5,0000 1 Jul 2008,27.40974
4,9.5,0000 1 Jul 2008,26.3484
5,9.5,0000 1 Jul 2008,27.04589
6,9.5,0000 1 Jul 2008,27.11812
7,9.5,0000 1 Jul 2008,26.35855
8,9.5,0000 1 Jul 2008,27.21848
9,9.5,0000 1 Jul 2008,27.14625
10,9.5,0000 1 Jul 2008,26.88377
1,10.5,0000 1 Jul 2008,27.40935
2,10.5,0000 1 Jul 2008,27.63688
3,10.5,0000 1 Jul 2008,28.0512
4,10.5,0000 1 Jul 2008,26.92131
5,10.5,0000 1 Jul 2008,27.60905
6,10.5,0000 1 Jul 2008,27.69663
7,10.5,0000 1 Jul 2008,26.92398
8,10.5,0000 1 Jul 2008,27.75757
9,10.5,0000 1 Jul 2008,27.5311
10,10.5,0000 1 Jul 2008,27.50972
1,1.5,0000 1 Aug 2008,25.84563
2,1.5,0000 1 Aug 2008,26.15974
3,1.5,0000 1 Aug 2008,25.8659
4,1.5,0000 1 Aug 2008,25.9187
5,1.5,0000 1 Aug 2008,25.61999
6,1.5,0000 1 Aug 2008,25.68354
7,1.5,0000 1 Aug 2008,26.1413
8,1.5,0000 1 Aug 2008,25.8965
9,1.5,0000 1 Aug 2008,25.88215
10,1.5,0000 1 Aug 2008,25.95799
1,2.5,0000 1 Aug 2008,25.40387
2,2.5,0000 1 Aug 2008,25.67636
3,2.5,0000 1 Aug 2008,25.2021
4,2.5,0000 1 Aug 2008,25.46289
5,2.5,0000 1 Aug 2008,24.98561
6,2.5,0000 1 Aug 2008,24.95857
7,2.5,0000 1 Aug 2008,25.65968
8,2.5,0000 1 Aug 2008,25.25945
9,2.5,0000 1 Aug 2008,25.37715
10,2.5,0000 1 Aug 2008,25.47388
1,3.5,0000 1 Aug 2008,25.41968
2,3.5,0000 1 Aug 2008,25.4239
3,3.5,0000 1 Aug 2008,24.94069
4,3.5,0000 1 Aug 2008,25.35715
5,3.5,0000 1 Aug 2008,24.74272
6,3.5,0000 1 Aug 2008,24.71368
7,3.5,0000 1 Aug 2008,25.48116
8,3.5,0000 1 Aug 2008,24.96996
9,3.5,0000 1 Aug 2008,25.2382
10,3.5,0000 1 Aug 2008,25.33377
1,4.5,0000 1 Aug 2008,25.60151
2,4.5,0000 1 Aug 2008,25.40277
3,4.5,0000 1 Aug 2008,25.0074
4,4.5,0000 1 Aug 2008,25.51346
5,4.5,0000 1 Aug 2008,24.90613
6,4.5,0000 1 Aug 2008,24.9246
7,4.5,0000 1 Aug 2008,25.60358
8,4.5,0000 1 Aug 2008,25.01789
9,4.5,0000 1 Aug 2008,25.44658
10,4.5,0000 1 Aug 2008,25.4909
1,5.5,0000 1 Aug 2008,25.81393
2,5.5,0000 1 Aug 2008,25.5013
3,5.5,0000 1 Aug 2008,25.1584
4,5.5,0000 1 Aug 2008,25.62291
5,5.5,0000 1 Aug 2008,25.0858
6,5.5,0000 1 Aug 2008,25.25442
7,5.5,0000 1 Aug 2008,25.83535
8,5.5,0000 1 Aug 2008,25.21669
9,5.5,0000 1 Aug 2008,25.72141
10,5.5,0000 1 Aug 2008,25.739
1,6.5,0000 1 Aug 2008,26.05521
2,6.5,0000 1 Aug 2008,25.84629
3,6.5,0000 1 Aug 2008,25.47621
4,6.5,0000 1 Aug 2008,25.88408
5,6.5,0000 1 Aug 2008,25.47274
6,6.5,0000 1 Aug 2008,25.69342
7,6.5,0000 1 Aug 2008,26.1691
8,6.5,0000 1 Aug 2008,25.52923
9,6.5,0000 1 Aug 2008,26.07413
10,6.5,0000 1 Aug 2008,26.10296
1,7.5,0000 1 Aug 2008,26.54688
2,7.5,0000 1 Aug 2008,26.40992
3,7.5,0000 1 Aug 2008,26.03826
4,7.5,0000 1 Aug 2008,26.47428
5,7.5,0000 1 Aug 2008,26.07104
6,7.5,0000 1 Aug 2008,26.41426
7,7.5,0000 1 Aug 2008,26.71336
8,7.5,0000 1 Aug 2008,26.04212
9,7.5,0000 1 Aug 2008,26.6234
10,7.5,0000 1 Aug 2008,26.62737
1,8.5,0000 1 Aug 2008,27.24517
2,8.5,0000 1 Aug 2008,27.1188
3,8.5,0000 1 Aug 2008,26.68648
4,8.5,0000 1 Aug 2008,27.17492
5,8.5,0000 1 Aug 2008,26.74704
6,8.5,0000 1 Aug 2008,27.26836
7,8.5,0000 1 Aug 2008,27.40171
8,8.5,0000 1 Aug 2008,26.66384
9,8.5,0000 1 Aug 2008,27.29078
10,8.5,0000 1 Aug 2008,27.23468
1,9.5,0000 1 Aug 2008,27.88718
2,9.5,0000 1 Aug 2008,27.72883
3,9.5,0000 1 Aug 2008,27.20143
4,9.5,0000 1 Aug 2008,27.77235
5,9.5,0000 1 Aug 2008,27.28686
6,9.5,0000 1 Aug 2008,27.86954
7,9.5,0000 1 Aug 2008,27.97434
8,9.5,0000 1 Aug 2008,27.19266
9,9.5,0000 1 Aug 2008,27.86316
10,9.5,0000 1 Aug 2008,27.8057
1,10.5,0000 1 Aug 2008,28.24376
2,10.5,0000 1 Aug 2008,28.11895
3,10.5,0000 1 Aug 2008,27.28602
4,10.5,0000 1 Aug 2008,28.00463
5,10.5,0000 1 Aug 2008,27.51275
6,10.5,0000 1 Aug 2008,28.04016
7,10.5,0000 1 Aug 2008,28.145
8,10.5,0000 1 Aug 2008,27.39749
9,10.5,0000 1 Aug 2008,28.1403
10,10.5,0000 1 Aug 2008,28.09595
1,1.5,0000 1 Sep 2008,25.94267
2,1.5,0000 1 Sep 2008,26.04944
3,1.5,0000 1 Sep 2008,26.03439
4,1.5,0000 1 Sep 2008,26.12086
5,1.5,0000 1 Sep 2008,26.05485
6,1.5,0000 1 Sep 2008,26.04574
7,1.5,0000 1 Sep 2008,25.95784
8,1.5,0000 1 Sep 2008,26.04718
9,1.5,0000 1 Sep 2008,26.01542
10,1.5,0000 1 Sep 2008,26.05954
1,2.5,0000 1 Sep 2008,25.59181
2,2.5,0000 1 Sep 2008,25.6806
3,2.5,0000 1 Sep 2008,25.62633
4,2.5,0000 1 Sep 2008,25.80561
5,2.5,0000 1 Sep 2008,25.77607
6,2.5,0000 1 Sep 2008,25.76658
7,2.5,0000 1 Sep 2008,25.59906
8,2.5,0000 1 Sep 2008,25.75196
9,2.5,0000 1 Sep 2008,25.7134
10,2.5,0000 1 Sep 2008,25.75607
1,3.5,0000 1 Sep 2008,25.4507
2,3.5,0000 1 Sep 2008,25.4495
3,3.5,0000 1 Sep 2008,25.41815
4,3.5,0000 1 Sep 2008,25.55542
5,3.5,0000 1 Sep 2008,25.646
6,3.5,0000 1 Sep 2008,25.56186
7,3.5,0000 1 Sep 2008,25.44267
8,3.5,0000 1 Sep 2008,25.61171
9,3.5,0000 1 Sep 2008,25.65426
10,3.5,0000 1 Sep 2008,25.62643
1,4.5,0000 1 Sep 2008,25.46422
2,4.5,0000 1 Sep 2008,25.49102
3,4.5,0000 1 Sep 2008,25.38956
4,4.5,0000 1 Sep 2008,25.51781
5,4.5,0000 1 Sep 2008,25.7223
6,4.5,0000 1 Sep 2008,25.47323
7,4.5,0000 1 Sep 2008,25.46507
8,4.5,0000 1 Sep 2008,25.7365
9,4.5,0000 1 Sep 2008,25.80866
10,4.5,0000 1 Sep 2008,25.70605
1,5.5,0000 1 Sep 2008,25.65066
2,5.5,0000 1 Sep 2008,25.79145
3,5.5,0000 1 Sep 2008,25.44522
4,5.5,0000 1 Sep 2008,25.61731
5,5.5,0000 1 Sep 2008,25.95679
6,5.5,0000 1 Sep 2008,25.54256
7,5.5,0000 1 Sep 2008,25.67486
8,5.5,0000 1 Sep 2008,26.05904
9,5.5,0000 1 Sep 2008,26.13983
10,5.5,0000 1 Sep 2008,25.99426
1,6.5,0000 1 Sep 2008,26.17916
2,6.5,0000 1 Sep 2008,26.38112
3,6.5,0000 1 Sep 2008,25.81384
4,6.5,0000 1 Sep 2008,26.02396
5,6.5,0000 1 Sep 2008,26.48321
6,6.5,0000 1 Sep 2008,25.91572
7,6.5,0000 1 Sep 2008,26.17576
8,6.5,0000 1 Sep 2008,26.61023
9,6.5,0000 1 Sep 2008,26.66161
10,6.5,0000 1 Sep 2008,26.54703
1,7.5,0000 1 Sep 2008,26.89769
2,7.5,0000 1 Sep 2008,27.04655
3,7.5,0000 1 Sep 2008,26.33523
4,7.5,0000 1 Sep 2008,26.66411
5,7.5,0000 1 Sep 2008,27.11173
6,7.5,0000 1 Sep 2008,26.56948
7,7.5,0000 1 Sep 2008,26.90478
8,7.5,0000 1 Sep 2008,27.29594
9,7.5,0000 1 Sep 2008,27.28856
10,7.5,0000 1 Sep 2008,27.20679
1,8.5,0000 1 Sep 2008,27.49637
2,8.5,0000 1 Sep 2008,27.63345
3,8.5,0000 1 Sep 2008,26.88196
4,8.5,0000 1 Sep 2008,27.29978
5,8.5,0000 1 Sep 2008,27.5986
6,8.5,0000 1 Sep 2008,27.14219
7,8.5,0000 1 Sep 2008,27.54511
8,8.5,0000 1 Sep 2008,27.88568
9,8.5,0000 1 Sep 2008,27.8015
10,8.5,0000 1 Sep 2008,27.78489
1,9.5,0000 1 Sep 2008,27.63608
2,9.5,0000 1 Sep 2008,27.836
3,9.5,0000 1 Sep 2008,26.95209
4,9.5,0000 1 Sep 2008,27.63854
5,9.5,0000 1 Sep 2008,27.68501
6,9.5,0000 1 Sep 2008,27.40707
7,9.5,0000 1 Sep 2008,27.82125
8,9.5,0000 1 Sep 2008,28.20041
9,9.5,0000 1 Sep 2008,27.90414
10,9.5,0000 1 Sep 2008,28.01823
1,10.5,0000 1 Sep 2008,27.2663
2,10.5,0000 1 Sep 2008,27.56402
3,10.5,0000 1 Sep 2008,26.59983
4,10.5,0000 1 Sep 2008,27.50348
5,10.5,0000 1 Sep 2008,27.26463
6,10.5,0000 1 Sep 2008,27.25228
7,10.5,0000 1 Sep 2008,27.65168
8,10.5,0000 1 Sep 2008,28.17103
9,10.5,0000 1 Sep 2008,27.4634
10,10.5,0000 1 Sep 2008,27.92531
1,1.5,0000 1 Oct 2008,26.23817
2,1.5,0000 1 Oct 2008,26.37434
3,1.5,0000 1 Oct 2008,26.48334
4,1.5,0000 1 Oct 2008,26.16704
5,1.5,0000 1 Oct 2008,26.21857
6,1.5,0000 1 Oct 2008,26.40084
7,1.5,0000 1 Oct 2008,26.3843
8,1.5,0000 1 Oct 2008,26.47199
9,1.5,0000 1 Oct 2008,26.23625
10,1.5,0000 1 Oct 2008,26.44723
1,2.5,0000 1 Oct 2008,25.95788
2,2.5,0000 1 Oct 2008,26.12223
3,2.5,0000 1 Oct 2008,26.25856
4,2.5,0000 1 Oct 2008,25.79685
5,2.5,0000 1 Oct 2008,25.91448
6,2.5,0000 1 Oct 2008,26.19751
7,2.5,0000 1 Oct 2008,26.15731
8,2.5,0000 1 Oct 2008,26.31214
9,2.5,0000 1 Oct 2008,25.91918
10,2.5,0000 1 Oct 2008,26.27764
1,3.5,0000 1 Oct 2008,25.72559
2,3.5,0000 1 Oct 2008,25.83858
3,3.5,0000 1 Oct 2008,25.99039
4,3.5,0000 1 Oct 2008,25.54543
5,3.5,0000 1 Oct 2008,25.79718
6,3.5,0000 1 Oct 2008,26.02423
7,3.5,0000 1 Oct 2008,25.96981
8,3.5,0000 1 Oct 2008,26.07086
9,3.5,0000 1 Oct 2008,25.70389
10,3.5,0000 1 Oct 2008,26.12126
1,4.5,0000 1 Oct 2008,25.80215
2,4.5,0000 1 Oct 2008,25.79621
3,4.5,0000 1 Oct 2008,25.9671
4,4.5,0000 1 Oct 2008,25.70714
5,4.5,0000 1 Oct 2008,26.08075
6,4.5,0000 1 Oct 2008,26.0838
7,4.5,0000 1 Oct 2008,26.1783
8,4.5,0000 1 Oct 2008,26.00198
9,4.5,0000 1 Oct 2008,25.90998
10,4.5,0000 1 Oct 2008,26.24949
1,5.5,0000 1 Oct 2008,26.25351
2,5.5,0000 1 Oct 2008,26.06704
3,5.5,0000 1 Oct 2008,26.30853
4,5.5,0000 1 Oct 2008,26.20095
5,5.5,0000 1 Oct 2008,26.77148
6,5.5,0000 1 Oct 2008,26.40816
7,5.5,0000 1 Oct 2008,26.66524
8,5.5,0000 1 Oct 2008,26.22939
9,5.5,0000 1 Oct 2008,26.43203
10,5.5,0000 1 Oct 2008,26.6706
1,6.5,0000 1 Oct 2008,26.95987
2,6.5,0000 1 Oct 2008,26.60507
3,6.5,0000 1 Oct 2008,26.8642
4,6.5,0000 1 Oct 2008,26.85826
5,6.5,0000 1 Oct 2008,27.58463
6,6.5,0000 1 Oct 2008,26.91708
7,6.5,0000 1 Oct 2008,27.38485
8,6.5,0000 1 Oct 2008,26.76239
9,6.5,0000 1 Oct 2008,27.02376
10,6.5,0000 1 Oct 2008,27.33078
1,7.5,0000 1 Oct 2008,27.61717
2,7.5,0000 1 Oct 2008,27.16303
3,7.5,0000 1 Oct 2008,27.38603
4,7.5,0000 1 Oct 2008,27.35598
5,7.5,0000 1 Oct 2008,28.33619
6,7.5,0000 1 Oct 2008,27.42023
7,7.5,0000 1 Oct 2008,28.05795
8,7.5,0000 1 Oct 2008,27.28971
9,7.5,0000 1 Oct 2008,27.47148
10,7.5,0000 1 Oct 2008,28.03715
1,8.5,0000 1 Oct 2008,27.93574
2,8.5,0000 1 Oct 2008,27.44297
3,8.5,0000 1 Oct 2008,27.52641
4,8.5,0000 1 Oct 2008,27.47263
5,8.5,0000 1 Oct 2008,28.72845
6,8.5,0000 1 Oct 2008,27.49297
7,8.5,0000 1 Oct 2008,28.44709
8,8.5,0000 1 Oct 2008,27.51716
9,8.5,0000 1 Oct 2008,27.49513
10,8.5,0000 1 Oct 2008,28.45966
1,9.5,0000 1 Oct 2008,27.82573
2,9.5,0000 1 Oct 2008,27.23183
3,9.5,0000 1 Oct 2008,27.14051
4,9.5,0000 1 Oct 2008,27.11151
5,9.5,0000 1 Oct 2008,28.73836
6,9.5,0000 1 Oct 2008,26.98857
7,9.5,0000 1 Oct 2008,28.3675
8,9.5,0000 1 Oct 2008,27.21134
9,9.5,0000 1 Oct 2008,27.12281
10,9.5,0000 1 Oct 2008,28.49557
1,10.5,0000 1 Oct 2008,27.4951
2,10.5,0000 1 Oct 2008,26.66791
3,10.5,0000 1 Oct 2008,26.50255
4,10.5,0000 1 Oct 2008,26.55274
5,10.5,0000 1 Oct 2008,28.46968
6,10.5,0000 1 Oct 2008,26.2874
7,10.5,0000 1 Oct 2008,28.04485
8,10.5,0000 1 Oct 2008,26.77356
9,10.5,0000 1 Oct 2008,26.55275
10,10.5,0000 1 Oct 2008,28.17668
1,1.5,0000 1 Nov 2008,26.37982
2,1.5,0000 1 Nov 2008,26.43696
3,1.5,0000 1 Nov 2008,26.54102
4,1.5,0000 1 Nov 2008,26.47613
5,1.5,0000 1 Nov 2008,26.28046
6,1.5,0000 1 Nov 2008,26.30859
7,1.5,0000 1 Nov 2008,26.58245
8,1.5,0000 1 Nov 2008,26.4702
9,1.5,0000 1 Nov 2008,26.41086
10,1.5,0000 1 Nov 2008,26.4767
1,2.5,0000 1 Nov 2008,25.95761
2,2.5,0000 1 Nov 2008,26.11728
3,2.5,0000 1 Nov 2008,26.21145
4,2.5,0000 1 Nov 2008,26.04673
5,2.5,0000 1 Nov 2008,25.87115
6,2.5,0000 1 Nov 2008,25.8074
7,2.5,0000 1 Nov 2008,26.35238
8,2.5,0000 1 Nov 2008,26.20734
9,2.5,0000 1 Nov 2008,26.16396
10,2.5,0000 1 Nov 2008,26.12331
1,3.5,0000 1 Nov 2008,25.84379
2,3.5,0000 1 Nov 2008,26.04344
3,3.5,0000 1 Nov 2008,26.00309
4,3.5,0000 1 Nov 2008,25.80555
5,3.5,0000 1 Nov 2008,25.8667
6,3.5,0000 1 Nov 2008,25.56082
7,3.5,0000 1 Nov 2008,26.26315
8,3.5,0000 1 Nov 2008,26.08663
9,3.5,0000 1 Nov 2008,26.17434
10,3.5,0000 1 Nov 2008,25.98343
1,4.5,0000 1 Nov 2008,26.34984
2,4.5,0000 1 Nov 2008,26.46867
3,4.5,0000 1 Nov 2008,26.28636
4,4.5,0000 1 Nov 2008,25.99061
5,4.5,0000 1 Nov 2008,26.44195
6,4.5,0000 1 Nov 2008,25.97005
7,4.5,0000 1 Nov 2008,26.63243
8,4.5,0000 1 Nov 2008,26.45565
9,4.5,0000 1 Nov 2008,26.69542
10,4.5,0000 1 Nov 2008,26.25062
1,5.5,0000 1 Nov 2008,27.17147
2,5.5,0000 1 Nov 2008,27.11766
3,5.5,0000 1 Nov 2008,26.82293
4,5.5,0000 1 Nov 2008,26.56603
5,5.5,0000 1 Nov 2008,27.18547
6,5.5,0000 1 Nov 2008,26.71869
7,5.5,0000 1 Nov 2008,27.06105
8,5.5,0000 1 Nov 2008,27.08862
9,5.5,0000 1 Nov 2008,27.45664
10,5.5,0000 1 Nov 2008,26.79283
1,6.5,0000 1 Nov 2008,27.92843
2,6.5,0000 1 Nov 2008,27.65202
3,6.5,0000 1 Nov 2008,27.3217
4,6.5,0000 1 Nov 2008,27.08422
5,6.5,0000 1 Nov 2008,27.66416
6,6.5,0000 1 Nov 2008,27.4112
7,6.5,0000 1 Nov 2008,27.37074
8,6.5,0000 1 Nov 2008,27.72732
9,6.5,0000 1 Nov 2008,28.14872
10,6.5,0000 1 Nov 2008,27.19902
1,7.5,0000 1 Nov 2008,28.33245
2,7.5,0000 1 Nov 2008,27.7492
3,7.5,0000 1 Nov 2008,27.40425
4,7.5,0000 1 Nov 2008,27.22857
5,7.5,0000 1 Nov 2008,27.71683
6,7.5,0000 1 Nov 2008,27.80712
7,7.5,0000 1 Nov 2008,27.30692
8,7.5,0000 1 Nov 2008,27.97984
9,7.5,0000 1 Nov 2008,28.50814
10,7.5,0000 1 Nov 2008,27.21628
1,8.5,0000 1 Nov 2008,28.16401
2,8.5,0000 1 Nov 2008,27.27559
3,8.5,0000 1 Nov 2008,27.05117
4,8.5,0000 1 Nov 2008,26.81076
5,8.5,0000 1 Nov 2008,27.29133
6,8.5,0000 1 Nov 2008,27.78146
7,8.5,0000 1 Nov 2008,26.78223
8,8.5,0000 1 Nov 2008,27.68419
9,8.5,0000 1 Nov 2008,28.59544
10,8.5,0000 1 Nov 2008,26.8206
1,9.5,0000 1 Nov 2008,27.60692
2,9.5,0000 1 Nov 2008,26.45513
3,9.5,0000 1 Nov 2008,26.37941
4,9.5,0000 1 Nov 2008,26.2201
5,9.5,0000 1 Nov 2008,26.70966
6,9.5,0000 1 Nov 2008,27.52889
7,9.5,0000 1 Nov 2008,26.07036
8,9.5,0000 1 Nov 2008,27.13112
9,9.5,0000 1 Nov 2008,28.4572
10,9.5,0000 1 Nov 2008,26.30521
1,10.5,0000 1 Nov 2008,27.09094
2,10.5,0000 1 Nov 2008,25.75008
3,10.5,0000 1 Nov 2008,25.78229
4,10.5,0000 1 Nov 2008,25.77768
5,10.5,0000 1 Nov 2008,26.30845
6,10.5,0000 1 Nov 2008,27.29169
7,10.5,0000 1 Nov 2008,25.6314
8,10.5,0000 1 Nov 2008,26.65088
9,10.5,0000 1 Nov 2008,28.45892
10,10.5,0000 1 Nov 2008,25.90704
1,1.5,0000 1 Dec 2008,25.81892
2,1.5,0000 1 Dec 2008,25.85062
3,1.5,0000 1 Dec 2008,25.97548
4,1.5,0000 1 Dec 2008,26.01645
5,1.5,0000 1 Dec 2008,25.91418
6,1.5,0000 1 Dec 2008,25.95793
7,1.5,0000 1 Dec 2008,25.94607
8,1.5,0000 1 Dec 2008,25.9582
9,1.5,0000 1 Dec 2008,25.95287
10,1.5,0000 1 Dec 2008,25.59564
1,2.5,0000 1 Dec 2008,25.74888
2,2.5,0000 1 Dec 2008,25.91551
3,2.5,0000 1 Dec 2008,25.9538
4,2.5,0000 1 Dec 2008,26.13517
5,2.5,0000 1 Dec 2008,25.9727
6,2.5,0000 1 Dec 2008,26.04404
7,2.5,0000 1 Dec 2008,26.0458
8,2.5,0000 1 Dec 2008,26.03556
9,2.5,0000 1 Dec 2008,25.97526
10,2.5,0000 1 Dec 2008,25.4532
1,3.5,0000 1 Dec 2008,26.00738
2,3.5,0000 1 Dec 2008,26.32078
3,3.5,0000 1 Dec 2008,26.23759
4,3.5,0000 1 Dec 2008,26.51995
5,3.5,0000 1 Dec 2008,26.37077
6,3.5,0000 1 Dec 2008,26.38535
7,3.5,0000 1 Dec 2008,26.51479
8,3.5,0000 1 Dec 2008,26.38415
9,3.5,0000 1 Dec 2008,26.36499
10,3.5,0000 1 Dec 2008,25.72868
1,4.5,0000 1 Dec 2008,26.6658
2,4.5,0000 1 Dec 2008,27.03994
3,4.5,0000 1 Dec 2008,26.80453
4,4.5,0000 1 Dec 2008,27.19177
5,4.5,0000 1 Dec 2008,27.01564
6,4.5,0000 1 Dec 2008,26.99984
7,4.5,0000 1 Dec 2008,27.20031
8,4.5,0000 1 Dec 2008,26.89697
9,4.5,0000 1 Dec 2008,27.0944
10,4.5,0000 1 Dec 2008,26.4121
1,5.5,0000 1 Dec 2008,27.27435
2,5.5,0000 1 Dec 2008,27.60839
3,5.5,0000 1 Dec 2008,27.32748
4,5.5,0000 1 Dec 2008,27.79949
5,5.5,0000 1 Dec 2008,27.51823
6,5.5,0000 1 Dec 2008,27.5687
7,5.5,0000 1 Dec 2008,27.81561
8,5.5,0000 1 Dec 2008,27.28523
9,5.5,0000 1 Dec 2008,27.83424
10,5.5,0000 1 Dec 2008,27.04472
1,6.5,0000 1 Dec 2008,27.49599
2,6.5,0000 1 Dec 2008,27.79645
3,6.5,0000 1 Dec 2008,27.33886
4,6.5,0000 1 Dec 2008,28.19938
5,6.5,0000 1 Dec 2008,27.58544
6,6.5,0000 1 Dec 2008,27.88515
7,6.5,0000 1 Dec 2008,28.0594
8,6.5,0000 1 Dec 2008,27.31204
9,6.5,0000 1 Dec 2008,28.06489
10,6.5,0000 1 Dec 2008,27.32273
1,7.5,0000 1 Dec 2008,27.14409
2,7.5,0000 1 Dec 2008,27.48203
3,7.5,0000 1 Dec 2008,26.75027
4,7.5,0000 1 Dec 2008,28.17023
5,7.5,0000 1 Dec 2008,27.2443
6,7.5,0000 1 Dec 2008,27.76526
7,7.5,0000 1 Dec 2008,27.81146
8,7.5,0000 1 Dec 2008,26.83745
9,7.5,0000 1 Dec 2008,27.64973
10,7.5,0000 1 Dec 2008,27.12419
1,8.5,0000 1 Dec 2008,26.41873
2,8.5,0000 1 Dec 2008,26.82388
3,8.5,0000 1 Dec 2008,25.90658
4,8.5,0000 1 Dec 2008,27.90645
5,8.5,0000 1 Dec 2008,26.71515
6,8.5,0000 1 Dec 2008,27.3027
7,8.5,0000 1 Dec 2008,27.36983
8,8.5,0000 1 Dec 2008,26.15063
9,8.5,0000 1 Dec 2008,26.89924
10,8.5,0000 1 Dec 2008,26.70594
1,9.5,0000 1 Dec 2008,25.75212
2,9.5,0000 1 Dec 2008,26.24675
3,9.5,0000 1 Dec 2008,25.25073
4,9.5,0000 1 Dec 2008,27.68329
5,9.5,0000 1 Dec 2008,26.32687
6,9.5,0000 1 Dec 2008,26.78031
7,9.5,0000 1 Dec 2008,27.00517
8,9.5,0000 1 Dec 2008,25.54605
9,9.5,0000 1 Dec 2008,26.27538
10,9.5,0000 1 Dec 2008,26.43736
1,10.5,0000 1 Dec 2008,25.50229
2,10.5,0000 1 Dec 2008,26.07616
3,10.5,0000 1 Dec 2008,25.01257
4,10.5,0000 1 Dec 2008,27.82855
5,10.5,0000 1 Dec 2008,26.35143
6,10.5,0000 1 Dec 2008,26.49308
7,10.5,0000 1 Dec 2008,26.99218
8,10.5,0000 1 Dec 2008,25.45895
9,10.5,0000 1 Dec 2008,26.08825
10,10.5,0000 1 Dec 2008,26.61713
1,1.5,0000 1 Jan 2009,26.00284
2,1.5,0000 1 Jan 2009,26.11642
3,1.5,0000 1 Jan 2009,26.17382
4,1.5,0000 1 Jan 2009,26.0449
5,1.5,0000 1 Jan 2009,26.03669
6,1.5,0000 1 Jan 2009,26.02209
7,1.5,0000 1 Jan 2009,26.03591
8,1.5,0000 1 Jan 2009,26.10588
9,1.5,0000 1 Jan 2009,25.99551
10,1.5,0000 1 Jan 2009,25.98398
1,2.5,0000 1 Jan 2009,26.29759
2,2.5,0000 1 Jan 2009,26.59468
3,2.5,0000 1 Jan 2009,26.73469
4,2.5,0000 1 Jan 2009,26.54839
5,2.5,0000 1 Jan 2009,26.41679
6,2.5,0000 1 Jan 2009,26.37768
7,2.5,0000 1 Jan 2009,26.52856
8,2.5,0000 1 Jan 2009,26.50079
9,2.5,0000 1 Jan 2009,26.40013
10,2.5,0000 1 Jan 2009,26.42956
1,3.5,0000 1 Jan 2009,26.75384
2,3.5,0000 1 Jan 2009,27.24754
3,3.5,0000 1 Jan 2009,27.40106
4,3.5,0000 1 Jan 2009,27.21663
5,3.5,0000 1 Jan 2009,26.92694
6,3.5,0000 1 Jan 2009,26.87869
7,3.5,0000 1 Jan 2009,27.1359
8,3.5,0000 1 Jan 2009,27.03122
9,3.5,0000 1 Jan 2009,26.92751
10,3.5,0000 1 Jan 2009,27.14558
1,4.5,0000 1 Jan 2009,27.22897
2,4.5,0000 1 Jan 2009,27.9146
3,4.5,0000 1 Jan 2009,28.00736
4,4.5,0000 1 Jan 2009,27.79265
5,4.5,0000 1 Jan 2009,27.39777
6,4.5,0000 1 Jan 2009,27.37756
7,4.5,0000 1 Jan 2009,27.74353
8,4.5,0000 1 Jan 2009,27.53227
9,4.5,0000 1 Jan 2009,27.47083
10,4.5,0000 1 Jan 2009,27.85724
1,5.5,0000 1 Jan 2009,27.37592
2,5.5,0000 1 Jan 2009,28.34158
